S,Lemma,RS,S,Lemma,RS,S,Lemma,RS,S,Lemma,RS,S,Lemma,RS
,еда,1662.35,,обед,1550.00,,съесть,1042.84,,поесть,888.23,,обедать,742.80
,утка,1662.10,,утенок,1219.09,,утиный,618.65,,,,,,
,нора,1660.39,,норка,1430.27,,,,,,,,,
,ямка,1660.31,,ямочка,1231.43,,яма,977.42,,ямина,706.93,,,
,джип,1658.80,,,,,,,,,,,,
,собака,1656.44,,собачка,1115.07,,собачонка,370.05,,собачий,328.11,,присобачить,131.41
,вата,1656.11,,ватка,1418.78,,ватный,320.12,,,,,,
,дуга,1655.36,,дужка,720.10,,дуговой,3.84,,,,,,
,блин,1655.24,,блинчик,1013.98,,,,,,,,,
,прут,1654.45,,прутик,1239.32,,пруток,1211.79,,,,,,
,клин,1653.29,,клинок,1228.42,,клинышек,807.56,,заклинить,5.73,,вклиниться,4.54
,сейф,1653.19,,сейфовый,4.65,,,,,,,,,
,пика,1652.38,,пичуга,1213.61,,пичужка,1010.35,,пик,1005.42,,пикировать,309.21
,фара,1651.20,,,,,,,,,,,,
,шнур,1651.19,,шнурок,1235.24,,шнурочек,805.43,,шнуровка,407.18,,шнуровать,354.75
,холл,1650.79,,,,,,,,,,,,
,строй,1650.21,,построить,1037.95,,строение,837.02,,устройство,758.61,,стройный,743.25
,вьюн,1649.23,,вьюнок,1223.35,,юный,1161.12,,юнец,902.09,,юношество,728.90
,торт,1648.17,,тортик,1210.06,,,,,,,,,
,пакет,1648.16,,пакетик,1056.56,,пакетный,8.74,,,,,,
,бусы,1647.94,,бусина,1218.18,,бусинка,1016.47,,,,,,
,колено,1647.35,,коленка,1130.51,,наколенник,313.95,,поколение,63.11,,коленный,40.54
,звезда,1645.59,,звездочка,779.58,,созвездие,760.28,,звездный,521.13,,межзвездный,270.53
,звать,1645.53,,вызвать,1276.65,,вызывать,979.25,,назвать,734.51,,позвать,721.69
,кура,1642.91,,курица,1342.01,,курочка,1033.17,,курятник,826.02,,курок,765.04
,роса,1642.78,,росинка,1007.54,,орошать,507.54,,оросить,506.37,,росистый,406.45
,горб,1642.05,,горбинка,811.56,,сгорбиться,611.78,,сгорбленный,506.34,,горбатый,412.00
,шарф,1641.66,,шарфик,1213.15,,,,,,,,,
,сени,1641.34,,сенцы,1412.12,,сенной,15.06,,,,,,
,борщ,1640.56,,переборщить,1.33,,,,,,,,,
,яхта,1640.52,,яхтсмен,505.81,,,,,,,,,
,сапог,1639.78,,сапожок,1055.03,,сапожище,813.48,,сапожник,438.12,,сапожный,23.99
,бинт,1639.45,,бинтовать,705.24,,забинтовать,508.12,,,,,,
,осел,1639.34,,ослик,1425.45,,ослица,1207.62,,ослиный,4.02,,,
,утюг,1638.05,,утюжить,1006.75,,отутюжить,705.64,,,,,,
,трон,1637.68,,тронный,7.98,,,,,,,,,
,зубр,1636.66,,,,,,,,,,,,
,сова,1636.51,,совенок,1004.95,,совка,707.75,,совиный,504.95,,,
,песок,1636.41,,песочек,1029.61,,пескарь,1021.54,,песчинка,831.46,,песочница,725.13
,зонт,1636.25,,зонтик,1239.92,,,,,,,,,
,роба,1634.65,,робко,19.67,,робкий,16.40,,робеть,10.11,,оробеть,5.69
,нива,1634.40,,,,,,,,,,,,
,краб,1634.29,,крабовый,404.72,,крабовидный,253.41,,,,,,
,трос,1633.94,,тросик,1206.36,,тросовый,4.24,,,,,,
,кнут,1632.80,,,,,,,,,,,,
,парень,1632.59,,парнишка,862.07,,паря,848.69,,парняга,9.62,,,
,кедр,1632.01,,кедрач,608.69,,кедровый,411.22,,кедровник,354.39,,,
,рысь,1631.67,,рысак,715.41,,рысца,708.36,,рыскать,258.12,,,
,лось,1630.08,,лосиха,1206.85,,лосиный,509.33,,,,,,
,лупа,1629.14,,облупить,409.75,,вылупить,407.16,,колупать,405.41,,лупить,315.72
,веер,1628.14,,веерный,6.50,,,,,,,,,
,клен,1627.99,,кленовый,407.33,,,,,,,,,
,овощ,1627.43,,овощи,1484.66,,овощной,534.82,,,,,,
,бант,1626.59,,бантик,1215.89,,,,,,,,,
,лавр,1625.81,,лавровый,411.06,,,,,,,,,
,утес,1625.20,,,,,,,,,,,,
,щепа,1624.65,,щепка,1437.70,,щепочка,1010.89,,щепоть,613.78,,щепотка,515.83
,крот,1624.00,,,,,,,,,,,,
,сумка,1624.00,,сумочка,1081.21,,сума,847.37,,подсумок,412.15,,сумчатый,12.15
,щука,1622.93,,щучий,708.27,,,,,,,,,
,ковш,1622.51,,ковшик,1210.34,,,,,,,,,
,диван,1622.43,,диванчик,837.03,,диванный,20.08,,,,,,
,шаль,1621.78,,,,,,,,,,,,
,иней,1621.47,,заиндеветь,302.68,,заиндевелый,252.65,,заиндевевший,202.12,,,
,гном,1621.35,,гномик,1205.99,,,,,,,,,
,баян,1621.06,,баянист,506.65,,,,,,,,,
,шест,1619.94,,шесток,606.24,,,,,,,,,
,тушь,1619.60,,,,,,,,,,,,
,гиря,1619.50,,гирька,1206.97,,,,,,,,,
,обоз,1619.37,,обозник,503.99,,,,,,,,,
,плед,1619.20,,,,,,,,,,,,
,брус,1619.05,,брусок,1215.27,,брусочек,804.41,,брусчатка,706.10,,,
,изюм,1618.37,,изюминка,8.33,,,,,,,,,
,стог,1618.15,,стожок,1205.56,,,,,,,,,
,интерес,1617.70,,интересный,136.17,,интересно,118.96,,интересовать,104.55,,неинтересный,11.84
,серп,1617.60,,,,,,,,,,,,
,узда,1617.53,,уздцы,1410.52,,уздечка,1010.63,,взнуздать,703.72,,обуздать,409.27
,плуг,1616.80,,,,,,,,,,,,
,сито,1616.80,,ситник,606.30,,ситный,4.20,,,,,,
,рака,1616.63,,ракушка,1022.98,,раковина,832.67,,,,,,
,дыня,1616.40,,,,,,,,,,,,
,омар,1616.00,,,,,,,,,,,,
,барс,1615.60,,,,,,,,,,,,
,пирс,1615.60,,,,,,,,,,,,
,жгут,1615.55,,жгутик,604.76,,,,,,,,,
,ряса,1615.34,,ряска,704.42,,подрясник,353.00,,,,,,
,соха,1614.94,,посох,1421.35,,сохатый,1008.35,,сошка,711.19,,сошник,606.47
,пюре,1614.80,,,,,,,,,,,,
,свая,1614.57,,свайный,3.49,,,,,,,,,
,жезл,1614.00,,,,,,,,,,,,
,ящер,1613.86,,ящерка,1204.65,,ящерица,1011.62,,,,,,
,морж,1612.90,,моржовый,404.73,,,,,,,,,
,горло,1612.52,,горлышко,844.67,,горлица,514.72,,горлопан,410.53,,горловина,375.23
,отел,1611.97,,телка,1427.72,,теленок,1033.26,,телочка,1007.48,,телятина,813.05
,почва,1609.58,,почвенный,11.90,,почвенник,6.25,,напочвенный,5.69,,беспочвенный,1.22
,кола,1609.57,,колье,1407.34,,проколоться,1.31,,,,,,
,капля,1608.25,,накапать,818.67,,капнуть,529.01,,капелька,452.80,,кануть,332.70
,плюш,1607.63,,плюшевый,809.67,,,,,,,,,
,пава,1607.24,,павлин,1209.41,,павлиний,403.84,,,,,,
,сестра,1605.34,,сестричка,738.40,,сестричество,208.67,,сестрица,41.78,,сестринский,6.86
,ролл,1605.00,,,,,,,,,,,,
,озеро,1601.04,,озерко,1220.80,,озерцо,1220.80,,озерный,36.77,,,
,угол,1594.68,,уголок,1460.85,,угловой,604.21,,угольный,512.60,,угловатый,26.82
,океан,1593.85,,океанский,29.46,,океанический,4.30,,,,,,
,офицер,1587.28,,офицерский,675.62,,офицерик,18.36,,офицерство,9.32,,,
,горячий,1585.19,,гореть,910.42,,загорелый,472.75,,загореться,422.86,,горький,417.20
,ствол,1584.93,,стволик,514.54,,подствольный,204.75,,стволовой,8.31,,ствольный,6.57
,стекло,1581.00,,стеклышко,734.66,,стекляшка,731.77,,стеклянный,707.11,,застеклить,637.58
,охота,1574.91,,охотник,1011.85,,хотеть,932.16,,хотеться,333.39,,охотничий,243.26
,клетка,1573.73,,клетушка,827.14,,клеть,745.62,,клеточка,455.81,,клетчатый,403.50
,смех,1571.60,,смеяться,885.01,,засмеяться,557.11,,усмехнуться,457.04,,смешной,414.08
,метла,1569.20,,предмет,1080.17,,заметать,504.99,,метнуться,443.02,,предметный,403.69
,шапка,1562.66,,шапочка,1061.84,,шапчонка,810.32,,шапочный,5.65,,,
,крупа,1558.37,,крупинка,855.96,,крупный,639.48,,крупица,576.38,,крупнейший,179.20
,мягкий,1555.73,,мякиш,1506.71,,мякоть,1286.43,,мягко,967.92,,смягчить,464.16
,ложка,1555.12,,ложечка,1049.24,,,,,,,,,
,лампа,1554.48,,лампочка,870.52,,лампадка,415.14,,ламповый,5.86,,,
,майка,1553.72,,май,499.26,,майский,91.69,,,,,,
,плита,1552.50,,плитка,1272.58,,плиточный,4.84,,,,,,
,уголь,1551.46,,угольщик,414.19,,обуглить,210.57,,обуглиться,154.69,,угольный,54.94
,воин,1549.59,,военный,1416.19,,война,962.74,,войско,856.17,,воевода,750.21
,палка,1548.34,,палица,1217.17,,палочка,1084.86,,,,,,
,маска,1547.24,,маскхалат,711.24,,маскировка,322.34,,маскировать,266.06,,маскарадный,257.51
,икона,1547.11,,иконка,1230.37,,иконный,6.76,,,,,,
,колесо,1545.14,,кольцо,1521.90,,коляска,1142.54,,колечко,1087.29,,колесница,739.25
,глухо,1544.19,,оглушить,859.18,,глухой,822.13,,заглушить,752.57,,наглухо,532.44
,метр,1540.88,,метровый,482.40,,микрометр,373.39,,метраж,54.30,,метрика,29.73
,столб,1540.81,,столбик,1045.53,,столбец,30.47,,остолбенеть,8.23,,столбовой,6.46
,халат,1538.38,,халатик,1034.51,,халатный,2.08,,халатность,0.96,,,
,лента,1537.99,,ленточка,829.13,,ленточный,15.87,,,,,,
,ангел,1537.59,,ангелочек,362.09,,ангельский,10.23,,,,,,
,брюки,1537.19,,брючки,1224.39,,брючина,512.44,,брючный,11.07,,,
,скала,1535.89,,скалистый,370.52,,оскал,183.89,,скалиться,183.23,,скалить,131.19
,шляпа,1534.84,,шляпка,1256.59,,шляпный,5.82,,прошляпить,1.75,,,
,штаны,1534.67,,штанишки,820.15,,штанина,531.28,,подштанники,508.91,,,
,сопка,1531.89,,сыпать,706.77,,насыпь,701.80,,россыпь,584.83,,высыпать,476.88
,золото,1530.23,,злато,1443.00,,золотой,907.94,,златой,641.79,,позолота,449.14
,шоссе,1529.66,,шоссейный,6.13,,,,,,,,,
,сосна,1529.38,,сосенка,1022.60,,сосняк,629.29,,сосновый,445.50,,,
,врач,1529.03,,врачиха,279.99,,врачевать,28.68,,врачебный,27.64,,врачеватель,12.24
,далекий,1528.37,,далеко,661.24,,вдали,510.24,,далее,454.32,,дальний,370.70
,густо,1526.33,,густой,798.12,,густеть,32.24,,сгусток,24.62,,густота,20.81
,котел,1524.96,,котелок,1057.80,,котловина,714.85,,котлован,414.34,,котельная,387.64
,пламя,1524.37,,пламень,516.36,,пламенеть,364.02,,воспламенить,102.31,,воспламенять,102.07
,зерно,1524.26,,зернышко,820.40,,зерновые,417.78,,зерновой,13.98,,зернистый,11.84
,блюдо,1524.00,,блюдце,1243.74,,блюдечко,823.69,,,,,,
,ковер,1523.64,,коврик,1251.99,,ковровый,14.25,,коверный,6.17,,,
,степь,1523.41,,степняк,513.56,,степной,24.84,,степ,23.19,,,
,ванна,1521.53,,ванная,1313.67,,ванночка,819.30,,ванный,24.58,,,
,ведро,1520.40,,,,,,,,,,,,
,церковь,1518.67,,церка,852.72,,церковка,831.05,,церквушка,730.98,,церква,641.66
,медик,1518.38,,медный,137.34,,медь,32.44,,медяк,6.69,,,
,остров,1518.26,,островок,868.59,,островитянин,210.29,,островной,28.78,,,
,сушка,1516.59,,сухарь,1324.55,,сухой,1189.95,,суша,991.42,,сушить,716.62
,папка,1514.92,,,,,,,,,,,,
,платье,1514.04,,платок,1447.65,,платочек,873.10,,платьице,850.03,,полотенце,803.04
,отель,1513.91,,отельный,3.64,,,,,,,,,
,пешка,1513.22,,пешком,773.61,,пехота,739.68,,пехом,727.07,,пехотинец,397.36
,газ,1511.45,,газировка,731.74,,газануть,420.95,,газированный,218.64,,газовый,198.54
,зуб,1511.14,,зубчик,1252.14,,зубило,1239.67,,зубной,667.67,,зубец,392.45
,принц,1510.92,,принцесса,744.13,,,,,,,,,
,касса,1510.28,,кассир,40.31,,кассирша,26.87,,кассовый,6.81,,кассационный,5.64
,такси,1507.10,,,,,,,,,,,,
,кукла,1506.65,,куколка,1033.18,,кукольный,373.23,,кукольник,10.06,,,
